label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
thumbs_up,0.000000,0.000000,0.110591,-0.337055,0.273005,-0.579044,0.390680,-0.797459,0.329550,-0.944138,0.458638,-0.309820,0.656558,-0.416001,0.557128,-0.431312,0.465222,-0.410656,0.487933,-0.075977,0.689593,-0.239180,0.605897,-0.269576,0.521863,-0.241918,0.490183,0.120765,0.659253,-0.052358,0.594867,-0.091232,0.515264,-0.062616,0.479436,0.269988,0.622855,0.108879,0.572300,0.060755,0.506881,0.075105
thumbs_up,0.000000,0.000000,0.263146,-0.221702,0.498767,-0.369478,0.657991,-0.531278,0.655795,-0.685751,0.745709,-0.116498,0.993798,-0.111199,0.864213,-0.132581,0.740638,-0.141840,0.709559,0.061135,0.947202,0.036116,0.846688,-0.002185,0.732979,-0.000613,0.625964,0.205365,0.841409,0.171087,0.761444,0.142986,0.647670,0.140744,0.535428,0.320999,0.727414,0.295808,0.650801,0.262182,0.551673,0.255979
thumbs_up,0.000000,0.000000,0.123420,-0.263909,0.332031,-0.478121,0.520139,-0.645653,0.597168,-0.802116,0.649979,-0.331908,0.934683,-0.294796,0.817924,-0.267616,0.682216,-0.270707,0.669046,-0.151487,0.971442,-0.124803,0.842312,-0.111270,0.698077,-0.117411,0.654017,0.018483,0.952947,0.040686,0.834231,0.043308,0.691561,0.032010,0.610600,0.175009,0.856229,0.188863,0.745198,0.179118,0.624583,0.165923
thumbs_up,0.000000,0.000000,0.118911,-0.218903,0.306890,-0.422361,0.405245,-0.607908,0.438345,-0.781513,0.757194,-0.312687,0.993032,-0.117842,0.866398,-0.092844,0.737862,-0.137465,0.747467,-0.148090,0.926087,0.016957,0.800129,0.021004,0.678161,-0.027351,0.697408,0.013211,0.841529,0.138101,0.720542,0.135855,0.601871,0.091552,0.627165,0.156487,0.750286,0.234022,0.638186,0.223313,0.535492,0.182962
thumbs_up,0.000000,0.000000,0.105300,-0.311011,0.278017,-0.534049,0.423302,-0.701370,0.470494,-0.882403,0.534611,-0.257693,0.654411,-0.140001,0.577318,-0.103860,0.503285,-0.129062,0.516080,-0.031259,0.641318,0.063777,0.561807,0.060094,0.475520,0.026949,0.469364,0.168695,0.594964,0.239523,0.521932,0.226509,0.433171,0.190706,0.404827,0.344426,0.528190,0.399708,0.468485,0.370890,0.393772,0.330018
thumbs_up,0.000000,0.000000,-0.034941,-0.300573,0.123986,-0.555578,0.274515,-0.775657,0.333332,-0.942809,0.456534,-0.601662,0.452784,-0.538509,0.358222,-0.448702,0.307784,-0.403114,0.606883,-0.439621,0.565127,-0.375701,0.462449,-0.304861,0.396041,-0.261828,0.688497,-0.265520,0.653668,-0.235670,0.551369,-0.200585,0.462008,-0.159683,0.736693,-0.104458,0.709473,-0.115605,0.610308,-0.092416,0.533940,-0.059185
index_point,0.000000,0.000000,0.095302,-0.113208,0.136884,-0.307325,0.052342,-0.445013,-0.049170,-0.451417,0.099912,-0.490196,0.108620,-0.736950,0.116024,-0.864398,0.113139,-0.993579,0.006512,-0.465770,0.010746,-0.569586,0.029662,-0.401730,0.022325,-0.326325,-0.078571,-0.432138,-0.087935,-0.536643,-0.042798,-0.386439,-0.036742,-0.300081,-0.156950,-0.388989,-0.190054,-0.520503,-0.140697,-0.434596,-0.117022,-0.351416
index_point,0.000000,0.000000,0.148094,-0.136486,0.190500,-0.325010,0.088412,-0.461411,-0.049857,-0.531142,0.048447,-0.524164,0.076569,-0.744312,0.091030,-0.879125,0.083755,-0.996486,-0.138233,-0.497362,-0.093846,-0.583585,0.019341,-0.446127,0.088998,-0.345388,-0.273174,-0.422430,-0.119846,-0.405738,0.003211,-0.276248,0.052768,-0.203161,-0.355580,-0.323253,-0.170442,-0.289372,-0.012584,-0.216088,0.078284,-0.182235
index_point,0.000000,0.000000,0.169881,-0.093728,0.282215,-0.212931,0.270761,-0.241001,0.173340,-0.214578,0.114355,-0.508343,0.108441,-0.720974,0.086314,-0.875530,0.066120,-0.997812,-0.087199,-0.518844,-0.110386,-0.413613,-0.051239,-0.230135,0.021209,-0.076945,-0.251338,-0.469235,-0.249492,-0.327019,-0.162906,-0.177256,-0.073237,-0.052588,-0.375220,-0.394521,-0.375457,-0.289060,-0.288575,-0.166428,-0.199815,-0.070150
index_point,0.000000,0.000000,0.032228,-0.127033,-0.093123,-0.230461,-0.293045,-0.290189,-0.463600,-0.323810,-0.070848,-0.246344,-0.327250,-0.361041,-0.524477,-0.422045,-0.685799,-0.465824,-0.168682,-0.174502,-0.492382,-0.299503,-0.713349,-0.373723,-0.876986,-0.425924,-0.274797,-0.100928,-0.613624,-0.191058,-0.812152,-0.257028,-0.951819,-0.306659,-0.370576,-0.035691,-0.651517,-0.085788,-0.798248,-0.119905,-0.913018,-0.152364
index_point,0.000000,0.000000,0.084581,-0.068250,0.124175,-0.253965,0.048646,-0.381777,-0.026674,-0.428218,0.130900,-0.491112,0.139669,-0.709006,0.127486,-0.863657,0.117807,-0.993036,0.046756,-0.488086,0.014196,-0.623954,0.011260,-0.473573,0.037397,-0.385032,-0.027024,-0.454057,-0.060654,-0.543590,-0.051211,-0.408200,-0.021409,-0.352499,-0.090398,-0.388397,-0.117954,-0.473956,-0.102108,-0.385938,-0.076835,-0.331759
index_point,0.000000,0.000000,0.175272,-0.103507,0.248732,-0.306019,0.238397,-0.472234,0.275606,-0.601438,0.136289,-0.534606,0.137780,-0.724290,0.157638,-0.865254,0.179307,-0.983793,-0.021262,-0.529126,0.096599,-0.534105,0.197774,-0.393238,0.244138,-0.268440,-0.152122,-0.468655,0.010742,-0.388585,0.099045,-0.243851,0.132784,-0.146523,-0.266070,-0.371666,-0.117506,-0.302001,-0.036500,-0.212547,-0.008478,-0.164364
index_point,0.000000,0.000000,0.117531,-0.097316,0.127017,-0.267109,0.062217,-0.408194,-0.053640,-0.508509,0.040738,-0.490989,-0.030256,-0.720969,-0.090470,-0.871725,-0.144461,-0.989511,-0.105273,-0.436418,-0.163984,-0.517928,-0.098007,-0.345245,-0.028888,-0.231475,-0.235758,-0.360133,-0.288854,-0.424579,-0.182082,-0.268526,-0.098559,-0.176320,-0.348305,-0.265442,-0.397983,-0.329185,-0.292630,-0.221625,-0.211846,-0.158538
index_point,0.000000,0.000000,-0.305826,0.068543,-0.448014,0.273365,-0.454933,0.484876,-0.470606,0.652644,-0.114701,0.421941,-0.123210,0.699949,-0.204660,0.853132,-0.298140,0.954522,0.079901,0.435995,0.029022,0.713910,-0.102844,0.854382,-0.228965,0.935096,0.196950,0.437175,0.139594,0.693533,0.006764,0.816255,-0.119359,0.889954,0.249614,0.431824,0.193540,0.640556,0.091515,0.752265,-0.018965,0.828660
index_point,0.000000,0.000000,0.177579,-0.036565,0.334282,-0.166254,0.383855,-0.289119,0.324205,-0.392056,0.215704,-0.477975,0.232875,-0.702841,0.247900,-0.850393,0.241390,-0.970428,0.047837,-0.478502,0.180098,-0.580671,0.228428,-0.391563,0.197990,-0.298555,-0.107878,-0.441195,0.029929,-0.456029,0.069021,-0.282380,0.028400,-0.223967,-0.251711,-0.374250,-0.117268,-0.380087,-0.065248,-0.253962,-0.090199,-0.214729
index_point,0.000000,0.000000,-0.107992,0.040289,-0.161353,0.216658,-0.170372,0.427068,-0.163486,0.612442,0.002366,0.358123,-0.031648,0.621736,-0.065154,0.813886,-0.094277,0.966006,0.041062,0.401279,0.003073,0.661629,-0.034657,0.854998,-0.068911,0.997623,0.046861,0.424896,0.011923,0.657979,-0.025791,0.829729,-0.058400,0.965073,0.034460,0.438088,0.003701,0.618012,-0.020461,0.747349,-0.037065,0.856465
peace,0.000000,0.000000,0.245779,-0.138149,0.277691,-0.330934,0.086576,-0.456131,-0.112272,-0.509860,0.219675,-0.508851,0.257287,-0.711269,0.267892,-0.833197,0.258402,-0.936177,0.032822,-0.521314,0.057119,-0.751506,0.085067,-0.891072,0.088623,-0.996065,-0.142557,-0.487690,-0.168031,-0.682036,-0.090149,-0.627317,-0.052195,-0.543976,-0.307130,-0.427852,-0.323149,-0.577102,-0.237167,-0.557000,-0.179453,-0.495368
peace,0.000000,0.000000,-0.223864,0.042220,-0.380841,0.171988,-0.421773,0.314784,-0.424984,0.418235,-0.411425,0.214782,-0.557642,0.416542,-0.631396,0.549692,-0.687112,0.655233,-0.290226,0.249546,-0.462623,0.469648,-0.578149,0.621644,-0.673231,0.739433,-0.133272,0.273424,-0.289109,0.477347,-0.402275,0.612733,-0.497795,0.717913,0.039363,0.286265,-0.034699,0.450166,-0.096425,0.553197,-0.153045,0.642120
peace,0.000000,0.000000,0.205937,-0.097641,0.266006,-0.276429,0.115799,-0.426751,-0.038154,-0.496045,0.278851,-0.458722,0.309615,-0.664521,0.313280,-0.800704,0.306347,-0.910948,0.113419,-0.479199,0.144822,-0.714793,0.171225,-0.857296,0.178176,-0.983999,-0.055438,-0.446026,-0.076860,-0.604038,-0.012688,-0.463703,0.026898,-0.352834,-0.211959,-0.372011,-0.207293,-0.489280,-0.129135,-0.401427,-0.069727,-0.317344
peace,0.000000,0.000000,0.099277,-0.130535,0.043978,-0.312831,-0.170611,-0.420453,-0.317925,-0.509752,0.084188,-0.529861,0.061476,-0.740076,0.044513,-0.875034,0.031956,-0.984707,-0.058780,-0.517143,-0.071864,-0.747746,-0.069933,-0.887406,-0.077985,-0.996954,-0.174655,-0.453939,-0.258456,-0.558012,-0.204633,-0.428181,-0.157999,-0.346380,-0.266044,-0.366208,-0.339925,-0.459904,-0.280712,-0.379592,-0.217578,-0.313236
peace,0.000000,0.000000,0.152906,-0.121629,0.167234,-0.307658,0.031448,-0.450256,-0.099254,-0.558911,0.165583,-0.488627,0.162056,-0.708575,0.152631,-0.842720,0.136933,-0.955496,0.023306,-0.486080,0.012604,-0.720634,0.012327,-0.876012,0.006887,-0.999976,-0.106993,-0.428722,-0.128139,-0.556492,-0.075301,-0.456841,-0.047248,-0.367896,-0.219996,-0.340892,-0.243310,-0.427366,-0.210785,-0.384097,-0.205315,-0.337945
peace,0.000000,0.000000,0.202440,-0.132354,0.266612,-0.331036,0.116303,-0.475236,-0.067249,-0.546880,0.233640,-0.528805,0.259852,-0.737950,0.246355,-0.863667,0.231261,-0.972580,0.064514,-0.523789,0.086694,-0.750961,0.094784,-0.885436,0.097179,-0.995267,-0.098705,-0.469360,-0.137836,-0.593035,-0.062278,-0.453181,-0.010899,-0.346794,-0.252673,-0.387350,-0.257167,-0.503196,-0.180996,-0.400095,-0.128771,-0.302918
peace,0.000000,0.000000,0.165937,-0.022658,0.230185,-0.123559,0.064859,-0.222996,-0.112099,-0.301315,0.261742,-0.393065,0.301186,-0.638480,0.315987,-0.778930,0.313382,-0.919719,0.078446,-0.433719,0.132090,-0.697390,0.161312,-0.834996,0.172721,-0.984971,-0.088919,-0.397047,-0.166832,-0.445614,-0.108543,-0.252885,-0.056245,-0.150771,-0.242240,-0.314641,-0.297789,-0.323274,-0.229647,-0.198584,-0.160252,-0.127806
peace,0.000000,0.000000,0.161526,-0.090094,0.206143,-0.254033,0.072194,-0.385287,-0.084534,-0.485844,0.278863,-0.489562,0.318954,-0.701439,0.316070,-0.831387,0.303602,-0.943847,0.142675,-0.512416,0.191487,-0.725585,0.190854,-0.866897,0.186537,-0.982448,0.002863,-0.491952,-0.002919,-0.617275,-0.010933,-0.515757,-0.015713,-0.428101,-0.127316,-0.456960,-0.155365,-0.590170,-0.147951,-0.555975,-0.135141,-0.501968
peace,0.000000,0.000000,-0.280802,0.113484,-0.383181,0.334315,-0.375501,0.558472,-0.339256,0.714487,-0.033266,0.466806,-0.113705,0.752430,-0.228353,0.866846,-0.317573,0.948234,0.110511,0.470632,0.004014,0.752290,-0.151159,0.864558,-0.276689,0.927317,0.157259,0.458968,0.038489,0.716555,-0.107807,0.799318,-0.217378,0.832287,0.147582,0.453611,0.045140,0.660097,-0.074744,0.728954,-0.166114,0.752930
peace,0.000000,0.000000,0.159213,-0.125455,0.185200,-0.311005,0.047703,-0.442659,-0.112810,-0.498579,0.073087,-0.506132,0.039212,-0.694120,0.008034,-0.805494,-0.026455,-0.907868,-0.053818,-0.512497,-0.114133,-0.729363,-0.130142,-0.872226,-0.154525,-0.987989,-0.165333,-0.472315,-0.223926,-0.663931,-0.153814,-0.601979,-0.118190,-0.510382,-0.271109,-0.402313,-0.315066,-0.553111,-0.242576,-0.528654,-0.194100,-0.457134
peace,0.000000,0.000000,0.211813,-0.005258,0.378578,-0.144301,0.352963,-0.313641,0.220716,-0.424626,0.380951,-0.348213,0.476540,-0.551894,0.527101,-0.697089,0.551024,-0.819464,0.227118,-0.386500,0.322625,-0.615194,0.382081,-0.765343,0.420234,-0.907416,0.059310,-0.381879,0.132266,-0.498295,0.131375,-0.328804,0.107236,-0.214099,-0.114946,-0.347861,-0.019650,-0.416301,-0.001269,-0.293636,-0.003992,-0.208506
